label,description
Arthritis,"I've noticed a clicking or popping sensation in my joints, accompanied by pain and swelling. It's difficult to move them without discomfort."
Arthritis,"There's a throbbing pain and stiffness in my fingers and toes, particularly after being in cold weather. The joints feel tender and inflamed."
Arthritis,"I'm experiencing shooting pains and stiffness in my wrists and ankles, especially when trying to bend or flex them. The joints feel hot and swollen."
Arthritis,"There's a constant, dull ache and stiffness in my shoulders and neck, especially after a long day of work. The joints feel tender to touch."
Arthritis,"I've noticed swelling and tenderness in my knees and elbows, making it difficult to perform simple tasks like bending or lifting. The joints feel sore."
Arthritis,"My ankles and toes feel stiff and achy, especially after a period of rest. It's hard to walk or move them without discomfort."
Arthritis,"I'm experiencing shooting pains and stiffness in my elbows and shoulders, particularly when lifting heavy objects or reaching overhead."
Arthritis,"There's a persistent ache and discomfort in my hips and lower back, especially after prolonged periods of sitting or standing. The joints feel swollen."
Arthritis,"My fingers and wrists feel stiff and sore, making it difficult to grip objects or perform tasks that require fine motor skills. The joints also feel warm."
Acne,"I have red and inflamed pimples on my forehead, nose, and chin. They're painful to touch and leave behind dark spots."
Acne,"My cheeks and jawline are covered in small, pus-filled bumps. They're itchy and uncomfortable, especially when I sweat."
Acne,"I've developed large, cystic acne lesions on my cheeks and temples. They're painful and take a long time to heal, leaving scars behind."
Acne,There are blackheads and whiteheads all over my nose and T-zone. They're unsightly and make me feel self-conscious.
Acne,"I have red, inflamed bumps on my back and shoulders. They're painful and make it uncomfortable to wear certain clothing."
Acne,"My forehead and chin are covered in small, red pimples. They're itchy and sometimes burst, leaving behind a sticky residue."
Acne,"There are painful, deep pimples on my cheeks and jawline. They're swollen and tender to the touch."
Acne,"I've developed large, red nodules on my chest and upper back. They're painful and make it difficult to sleep comfortably."
Acne,"My nose is covered in blackheads, making it look oily and dirty. No matter how much I cleanse, they keep coming back."
Acne,"There are small, raised bumps all over my forehead and temples. They're itchy and seem to multiply every day."
Acne,"I have painful, inflamed pimples along my hairline and on my neck. They're embarrassing and make me feel self-conscious."
Acne,"My cheeks and chin are covered in red, inflamed pimples. They're sore to the touch and take a long time to heal."
Acne,"There are large, painful cysts on my jawline and neck. They're embarrassing and make me want to hide my face."
Acne,"I've developed small, white bumps on my cheeks and under my eyes. They're unsightly and make my skin feel rough."
Acne,My forehead and nose are covered in blackheads and whiteheads. They're frustrating and make my skin feel rough and uneven.
Acne,"There are red, inflamed bumps on my chest and shoulders. They're painful and make it difficult to wear tight clothing."
Acne,"I have painful, deep pimples on my chin and along my jawline. They're swollen and make it uncomfortable to talk or eat."
Acne,"My cheeks and nose are covered in red, inflamed pimples. They're painful and make it difficult to sleep comfortably."
Acne,"I've developed large, painful pimples on my cheeks and forehead. They're embarrassing and make me want to hide my face."
Acne,"There are small, white bumps on my forehead and chin. They're itchy and seem to get worse when I'm stressed."
Acne,I have red and inflamed pimples on my forehead and cheeks. They're painful and make me feel self-conscious.
Acne,"My chin and jawline are covered in small, pus-filled bumps. They're itchy and uncomfortable, especially when I sweat."
Acne,"I've developed large, cystic acne lesions on my temples and nose. They're painful and take a long time to heal, leaving scars behind."
Acne,There are blackheads and whiteheads all over my nose and chin. They're unsightly and make me feel insecure.
Acne,"I have red, inflamed bumps on my back and shoulders. They're painful and make it uncomfortable to wear certain clothing."
Acne,"My forehead and chin are covered in small, red pimples. They're itchy and sometimes burst, leaving behind scars."
Acne,"There are painful, deep pimples on my cheeks and jawline. They're swollen and tender to the touch."
Acne,"I've developed large, red nodules on my chest and upper back. They're painful and make it difficult to sleep comfortably."
Acne,"My nose is covered in blackheads, making it look oily and dirty. No matter how much I cleanse, they keep coming back."
Acne,"There are small, raised bumps all over my forehead and temples. They're itchy and seem to multiply every day."
Acne,"I have painful, inflamed pimples along my hairline and on my neck. They're embarrassing and make me feel self-conscious."
Acne,"My cheeks and chin are covered in red, inflamed pimples. They're sore to the touch and take a long time to heal."
Acne,"There are large, painful cysts on my jawline and neck. They're embarrassing and make me want to hide my face."
Acne,"I've developed small, white bumps on my cheeks and under my eyes. They're unsightly and make my skin feel rough."
Acne,My forehead and nose are covered in blackheads and whiteheads. They're frustrating and make my skin feel rough and uneven.
Acne,"There are red, inflamed bumps on my chest and shoulders. They're painful and make it difficult to wear tight clothing."
Acne,"I have painful, deep pimples on my chin and along my jawline. They're swollen and make it uncomfortable to talk or eat."
Bronchial Asthma,"I experience wheezing and shortness of breath, especially during physical activity. It feels like I can't get enough air into my lungs."
Bronchial Asthma,"I have a persistent cough that gets worse at night or early in the morning. It's dry and hacking, and sometimes I cough up phlegm."
Bronchial Asthma,"My chest feels tight and constricted, making it difficult to breathe deeply. It's like there's a heavy weight pressing down on my chest."
Bronchial Asthma,I often wake up in the middle of the night feeling breathless and suffocated. It's scary and makes it hard to sleep.
Bronchial Asthma,"After exposure to triggers like pollen or smoke, I develop a cough and have trouble breathing. It feels like my airways are closing up."
